key,view,sample,score,hash,file,seed,sunElev,sunAz,massif,coverage,tone,quality,resolutionScale,temporalUpscale,jitter,shadowStep,drawingBuffer,glRenderer,camera
"E1","saved","1","0.021712","c0ae57e20ee40b35ffca6142fb2ac04b225d66b3e6f2ff68b80c798ac6d2a3fe","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E1_s01.png","64916","17.5","117","280","0.38","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1010.35,332.56,832.33]"
"E1","saved","2","0.022754","24d43e8dd2c0ad6323441699c9d838d81d67287f9eff53da7fca414de3595c3e","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E1_s02.png","64916","17.5","117","280","0.38","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1010.35,332.56,832.33]"
"E1","saved","3","0.022502","dfa93ab0121437e83781a53fd6aa0cc124c80be6a56f4db3e004c792ae8b5c6a","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E1_s03.png","64916","17.5","117","280","0.38","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1010.35,332.56,832.33]"
"E1","wide","1","0.091240","f698b42d5faf2f0097f76e3ac27df44a27f81df8faadb77557580392e38ffa77","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E1_wide.png","64916","17.5","117","280","0.38","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1647.46,857.81,1467.49]"
"E2","saved","1","0.017611","e029761980dcda8fee86f9e50dfa2be99952246230f0384789251be883817e04","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E2_s01.png","64916","17.5","117","280","0.38","neutral","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1010.35,332.56,832.33]"
"E2","saved","2","0.018699","f6d04fe5616f663d124436579f28290cf2e2fc1aa64f0e5336a9aa79faa699af","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E2_s02.png","64916","17.5","117","280","0.38","neutral","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1010.35,332.56,832.33]"
"E2","saved","3","0.018286","81aa6da1fe553fc016854bf4123483932605fb4faf8f3ce317520dc3cc54d457","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E2_s03.png","64916","17.5","117","280","0.38","neutral","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1010.35,332.56,832.33]"
"E2","wide","1","0.097748","f839916b40dd88d5e60696006c45e4f2df8f1f60f4f8ad76fa514f22eb8aa6a9","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E2_wide.png","64916","17.5","117","280","0.38","neutral","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1647.46,857.81,1467.49]"
"E3","saved","1","0.027825","d9380bff7869aaac773ac734121dc4a091758c95e0883fc5d0db224c78554ddb","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E3_s01.png","64916","58","117","280","0.52","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[218.99,356.54,1124.12]"
"E3","saved","2","0.026324","c9ab5f931bf8cfa57a232afaa795161fbba815742910b3d52e6bdb9ededd8174","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E3_s02.png","64916","58","117","280","0.52","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[218.99,356.54,1124.12]"
"E3","saved","3","0.027597","8651014d020c9688aacb840b616eb47f4382552e49835a880df7bec43cb53ef5","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E3_s03.png","64916","58","117","280","0.52","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[218.99,356.54,1124.12]"
"E3","wide","1","0.021852","9f12ee7e5aa089a517ed1e143b8f75c7ad7fe3378b4875d6015486a99f4bfa65","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E3_wide.png","64916","58","117","280","0.52","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[519.19,756.7,2007.25]"
"E4","saved","1","0.017283","0f1ef8a4fd8a815d85c7399acb008ced15531e2127501ec3f91dbdb13b4a33a5","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E4_s01.png","64916","48.5","117","280","0.52","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1160.29,320.55,647.96]"
"E4","saved","2","0.017272","480f8023a768a00650bf561224721ed6d98169863bb4e8c9a818ffd6380ad01e","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E4_s02.png","64916","48.5","117","280","0.52","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1160.29,320.55,647.96]"
"E4","saved","3","0.017276","56c27316b14f5137e9b9ffa4adca9dc9a61d2de814772842c6b53630ec7c3edb","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E4_s03.png","64916","48.5","117","280","0.52","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1160.29,320.55,647.96]"
"E4","wide","1","0.010189","bd126a171eb5d9fa6783437185dddfdf03b887bf75dabe681dbf237b69868e5e","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E4_wide.png","64916","48.5","117","280","0.52","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1916.47,919.32,1080.66]"
"E5","saved","1","0.016720","afb8290759adce61b2d79674a5e4a4d84b2b610b6b1a46bf58d5d19686c102a6","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E5_s01.png","64916","48.5","117","280","0.45","aces","high","1","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1046.96,315.94,791.32]"
"E5","saved","2","0.016408","d42b79b06c7aaa23102f7ac6f7d469f466de62974d024080eeb3fbcc5e046785","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E5_s02.png","64916","48.5","117","280","0.45","aces","high","1","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1046.96,315.94,791.32]"
"E5","saved","3","0.017549","da37d4d37864874072bc8b1a5a906feac06060b47c71bffbd0da8989f1dc237c","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E5_s03.png","64916","48.5","117","280","0.45","aces","high","1","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1046.96,315.94,791.32]"
"E5","wide","1","0.053482","50b8e1e39b896ee9384729497dcdf053fb6223fe408e44526fe6a3730e5b4332","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E5_wide.png","64916","48.5","117","280","0.45","aces","high","1","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1718.11,829.4,1396.26]"
"E6","saved","1","0.460028","1463f80030ad0c5c69d7b44ff06a2af9a7846afa2985b25a39373ad906926a01","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E6_s01.png","53581","1","-142","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[772.68,288.65,335.42]"
"E6","saved","2","0.550220","eb8020bc0712b285b77135fd07de615ecb0cddb44c3b674380f97a3605245a3a","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E6_s02.png","53581","1","-142","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[772.68,288.65,335.42]"
"E6","saved","3","0.433974","2c11149afd857b142dbfdea3d83b3482d009d463897a0a41d39963882370eef7","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E6_s03.png","53581","1","-142","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[772.68,288.65,335.42]"
"E6","wide","1","0.411044","5ce1b3c2b112c10db06a07b97da790bb3cbedf9b1b4821ea0426eface4c2a9eb","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E6_wide.png","53581","1","-142","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[1584.5,626.58,814.53]"
"E7","saved","1","0.451853","538db0118609d5d942182a5d12fb3c5308b4efc80fed33f25c3602030020f533","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E7_s01.png","53581","1","-142","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[468.56,368.46,128.7]"
"E7","saved","2","0.573080","d0f9323c8b5ac0283fced114945eb896c61adfa2dafcfab35f58361edd18775d","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E7_s02.png","53581","1","-142","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[468.56,368.46,128.7]"
"E7","saved","3","0.454392","798a76fbbc8c17b9644fcff02a4a2bef54e4e52ffa40203f06e5e4c9b75d9997","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E7_s03.png","53581","1","-142","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[468.56,368.46,128.7]"
"E7","wide","1","0.345716","2c1d6dfff392fd11cc4faafff70e63e245f854067ad343b9eda634ec472b4942","/tmp/clouds-preset-contact-metal-20260529-051122/raw/E7_wide.png","53581","1","-142","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[1210.62,777.2,691.04]"
"F1","saved","1","0.120201","30d23ea32012b17be4d54ab139ffd5b3e95ea53bc946f3c270ba56a1ad25ef4f","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F1_s01.png","14074","2","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[648.96,78.37,93.65]"
"F1","saved","2","0.126537","3616d68dfcb4f4d7c5dbd6dedc08be28f1734103b4b8590dd549092dd69452b8","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F1_s02.png","14074","2","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[648.96,78.37,93.65]"
"F1","saved","3","0.158493","968d73e3353a2e5e29d65d1028163238234ca849792a1cb3c458bd6be7ca5518","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F1_s03.png","14074","2","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[648.96,78.37,93.65]"
"F1","wide","1","0.199884","46194577fccce39267504a5f32e9dee4440786b067b93e81a612379497165535","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F1_wide.png","14074","2","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[1211.66,211.37,-666.81]"
"F2","saved","1","0.088038","c144c96bbfa3c9cd4eb30fd8284c6122e13d5aee8df52f6b89541acabd802995","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F2_s01.png","14074","2","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[667.6,67.7,57.39]"
"F2","saved","2","0.090364","dc180eb2c7de7e8d70ada8176ba6a55fc9db6f484e53164ffe1f9f95bbd4d41a","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F2_s02.png","14074","2","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[667.6,67.7,57.39]"
"F2","saved","3","0.095591","799eb4c9c74006e0cd5ec968388f7494df7075ad1381c3a5acfcd21466c704c9","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F2_s03.png","14074","2","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[667.6,67.7,57.39]"
"F2","wide","1","0.110612","1acd575dd29f6ab676840329eeefdde7df5dbdde2ce0346438d027a3190e9197","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F2_wide.png","14074","2","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[1044.95,-32.02,-753.71]"
"F3","saved","1","0.052019","67ea032af457ed14684c06a236bcb815c887d6911eb38e77ad3ae8b0a9baab61","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F3_s01.png","14074","17","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[670.47,86.8,135.07]"
"F3","saved","2","0.049168","9d9b1fb93258eb5c703a3d9c00543d322fd3433fd0117bf38d041b26c8ead30f","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F3_s02.png","14074","17","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[670.47,86.8,135.07]"
"F3","saved","3","0.048106","5503f7b8bae1bcd17c38c13b0d71e24f6957f0f2cecf2a16b432860449cd199f","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F3_s03.png","14074","17","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[670.47,86.8,135.07]"
"F3","wide","1","0.048356","fd05dc08e1a0a93ce9c54aa6b003101d08e51152a784d1a248f2fac98af51870","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F3_wide.png","14074","17","-63","97.66824773411881","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[1355.01,-70.72,-404.73]"
"F4","saved","1","0.050045","c53fd6cef708b67ac45275e0668e4c6ec4981a0327ce3a4545bd6b52c5e82157","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F4_s01.png","14074","30.52673707896446","-6.35528123407596","224.7146969018488","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[202.85,70.6,346.7]"
"F4","saved","2","0.046824","70ecc271ea687797ceff46e18e34f11fdcc7bce6cd75d16666e760af6e2b81ab","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F4_s02.png","14074","30.52673707896446","-6.35528123407596","224.7146969018488","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[202.85,70.6,346.7]"
"F4","saved","3","0.046024","622b3c73751f3afaabd3d32f4e49793d1c0ad8f26879e0fd448f2c9cefb8aeef","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F4_s03.png","14074","30.52673707896446","-6.35528123407596","224.7146969018488","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[202.85,70.6,346.7]"
"F4","wide","1","0.054417","6a1f6207997b2f31ffa3147fad80b98a6fbe8b0a13bb205edea7dfaca39f53c7","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F4_wide.png","14074","30.52673707896446","-6.35528123407596","224.7146969018488","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[943.57,-107.59,788.6]"
"F5","saved","1","0.086955","3a4018fe3fd4ce5253f8423f9b7c70d68464cc667d7c363333f0bab31f96b2ca","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F5_s01.png","24196","5","68","240","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-174.88,97.89,218.96]"
"F5","saved","2","0.131376","e71584590ccc1c51773d6008a06af50c4ca6f501fc7bb833e4abf6af504cace7","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F5_s02.png","24196","5","68","240","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-174.88,97.89,218.96]"
"F5","saved","3","0.140429","fe84d7c19eb853ac07c4280b4e6575f58fe717e5926421f4a57302315d7b73ab","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F5_s03.png","24196","5","68","240","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-174.88,97.89,218.96]"
"F5","wide","1","0.108935","375e95b8ca3ea004a51cace3d22b10bfa854bb79715224151bc89512be21b66b","/tmp/clouds-preset-contact-metal-20260529-051122/raw/F5_wide.png","24196","5","68","240","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-582.67,165.31,-625.39]"
"G1","saved","1","0.227308","be4136bd556531e26782b9edc058cbf63158dc873b6d3209e63425715e718f68","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G1_s01.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[437.9,184.64,428.06]"
"G1","saved","2","0.263364","f056228eb13c8d0c387b722a62c31607564f0adc13c45b03465a67c39c86ae79","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G1_s02.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[437.9,184.64,428.06]"
"G1","saved","3","0.238821","9ab0644aa466c7f039da7d3010837f463d6406e819f8bcc850569c8e4cde5eb9","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G1_s03.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[437.9,184.64,428.06]"
"G1","wide","1","0.189739","baf63d1243671136d07c2eac8bcbe1a84369dd9bd340b4f967d7fde69cea117e","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G1_wide.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[1319.47,421.15,781.72]"
"G2","saved","1","0.195065","dfc2623757d1e74e2546fd7bcfe98e82d0e1097ff11d2ab8fbf5f7752d135ffb","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G2_s01.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[311.87,203.04,211.31]"
"G2","saved","2","0.221972","29d53fbb5ce350a2f5509f83cc4390533a504ca287cf6f4280cd0a3a722c6a51","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G2_s02.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[311.87,203.04,211.31]"
"G2","saved","3","0.194848","49433cb1c92890a73801acd8166879aab72dce5ffea8b7b7ff7f9e6a6186b522","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G2_s03.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[311.87,203.04,211.31]"
"G2","wide","1","0.131653","051e07750b076d14868620ed480d94752414a8c7ddf80ca0e7142794a3aedc63","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G2_wide.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[1189.66,361.76,569.39]"
"G3","saved","1","0.191308","dc9b13837d256c5b2610596ce4ffdbfb153aeffdff24cd948c6469963290a759","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G3_s01.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[311.87,203.04,211.31]"
"G3","saved","2","0.219141","e167ed697fbb4359b96de14785baad0bf1cf58e9b1f5d4d7514da3212229db57","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G3_s02.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[311.87,203.04,211.31]"
"G3","saved","3","0.192093","03bc27a19f031f8f236e55ff7159c2d581a9d251dbdd2a743b40b57c38395a08","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G3_s03.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[311.87,203.04,211.31]"
"G3","wide","1","0.133122","47873e034b2f767ae98c71b1f2f876bb1649ae32a64610e1e31cae844e9e9439","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G3_wide.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[1189.66,361.76,569.39]"
"G4","saved","1","0.168449","07343c4e900099c41f40b8db5c2bef0621e41ec657d1faddd57597a71d5237bf","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G4_s01.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[81.87,301.72,-33.8]"
"G4","saved","2","0.180588","44da8439bbebb51ab92095ca01e80c3a77017f8bad2f8d99bdd3eaf20b424393","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G4_s02.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[81.87,301.72,-33.8]"
"G4","saved","3","0.153507","f98d9274bd3452757cef94cae29e713c49d5421c4940ff5983b79d0855feca84","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G4_s03.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[81.87,301.72,-33.8]"
"G4","wide","1","0.104014","a881ce3781b5e0e0d47a32c85d3b4d60f4a0ebff4db7f8a65c9040e42c222426","/tmp/clouds-preset-contact-metal-20260529-051122/raw/G4_wide.png","81790","4.5","-180","320","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[974.2,468.13,-355.34]"
"H1","saved","1","0.114658","6766ec53894cddb56ff7601536630f395fb11e63a610c5128af4826aa8d53426","/tmp/clouds-preset-contact-metal-20260529-051122/raw/H1_s01.png","64916","7","-111","470","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-809.73,202.11,792.85]"
"H1","saved","2","0.166421","7d9dc72c04c28c96d9108134975fa56e71ce59cb5656997f8dad9bde7e35c1f8","/tmp/clouds-preset-contact-metal-20260529-051122/raw/H1_s02.png","64916","7","-111","470","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-809.73,202.11,792.85]"
"H1","saved","3","0.118516","7e861e551c28bac7177a177f372d259ce8070020d02d1189c5366c6b58b71957","/tmp/clouds-preset-contact-metal-20260529-051122/raw/H1_s03.png","64916","7","-111","470","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-809.73,202.11,792.85]"
"H1","wide","1","0.051916","c0e61d00a15275247664ee2835d24914100e221d133dae14359a5928683477b6","/tmp/clouds-preset-contact-metal-20260529-051122/raw/H1_wide.png","64916","7","-111","470","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1201.82,617.83,1635.74]"
"H2","saved","1","0.126273","e0e3c0fb79943a39ed6f8f2dfd0770d55b936abde0fe034563905845301c7d23","/tmp/clouds-preset-contact-metal-20260529-051122/raw/H2_s01.png","64916","7","-111","470","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-823.57,222.44,823.63]"
"H2","saved","2","0.178522","4c6c76742968cb5f6ffb4634e85c143853799c89a8d78df8b43af067a8d2fdca","/tmp/clouds-preset-contact-metal-20260529-051122/raw/H2_s02.png","64916","7","-111","470","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-823.57,222.44,823.63]"
"H2","saved","3","0.091858","a3b9a73115bb98fbbbae6e73a1b2b2b36907ca54708f8f0dcb195e13e08f9749","/tmp/clouds-preset-contact-metal-20260529-051122/raw/H2_s03.png","64916","7","-111","470","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-823.57,222.44,823.63]"
"H2","wide","1","0.054746","0d70322501a75783ac4bfea29a9d9fce7c934926f897484525aeb61d3f917102","/tmp/clouds-preset-contact-metal-20260529-051122/raw/H2_wide.png","64916","7","-111","470","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[-1235.32,552.82,1672.61]"
"H3","saved","1","0.378817","b074658a188889575e916c09dd7bf4d324cdd780a2100765c201ee6a0e750e1b","/tmp/clouds-preset-contact-metal-20260529-051122/raw/H3_s01.png","14074","0","-111","360","0.4","aces","high","0.75","true","false","100","[3200,1800]","ANGLE (Apple, ANGLE Metal Renderer: Apple M1 Pro, Unspecified Version)","[800.7,150.8,1118.8]"
